LineNo,TokenNo,CTS-URN,Sentence-URN,Sentence-Seq,Token-URN,Token-Seq,Head-Token-URN,Surface-Form,Lemma,POS1-PoS,POS2-Person,POS3-Number,POS4-Tense,POS5-Mood,POS6-Voice,POS7-Gender,POS8-Case,POS9-Degree,Head-Token-Lemma,Relation,Who-Said-It,Lsj-URN
131,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:131.5,urn:cite2:fuSyntax:0011004sentences.v1:2386615,70,urn:cite2:fuSyntax:0011004tokens.v1:2386615_12,975,urn:cite2:fuSyntax:0011004tokens.v1:2386615_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Κρέων,null
132,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.1,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_1,976,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,ἀλλʼ,ἀλλά1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,φαίνω1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4357
132,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.2,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_2,977,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,ἐξ,ἐκ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,φαίνω1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n31575
132,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.3,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_3,978,urn:cite2:fuSyntax:0011004tokens.v1:2386616_2,ὑπαρχῆς,ὑπαρχή1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:genitive,null,ἐκ1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n106969
132,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.4,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_4,979,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,αὖθις,αὖθις1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,φαίνω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n17381
132,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.5,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_5,980,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,αὔτʼ,αὐτός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,φαίνω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n17907
132,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.6,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_6,981,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,ἐγὼ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,φαίνω1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
132,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.7,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_7,982,urn:cite2:fuSyntax:0011004tokens.v1:2386616_0,φανῶ,φαίνω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,-,PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n110114
132,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:132.8,urn:cite2:fuSyntax:0011004sentences.v1:2386616,71,urn:cite2:fuSyntax:0011004tokens.v1:2386616_8,983,urn:cite2:fuSyntax:0011004tokens.v1:2386616_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
133,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.1,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_1,984,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,ἐπαξίως,ἐπάξιος1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,δέ1,ADV_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n38248
133,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.2,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_2,985,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,δέ1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21618
133,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.3,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_3,986,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,Φοῖβος,Φοῖβος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,δέ1,SBJ_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n111928
133,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.4,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_4,987,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,δέ1,AuxX,Οἰδίπους,null
133,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.5,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_5,988,urn:cite2:fuSyntax:0011004tokens.v1:2386617_12,ἀξίως,ἄξιος1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,τίθημι1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n11058
133,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.6,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,989,urn:cite2:fuSyntax:0011004tokens.v1:2386617_0,δὲ,δέ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,-,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n23596
133,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:133.7,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_7,990,urn:cite2:fuSyntax:0011004tokens.v1:2386617_12,σὺ,σύ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,τίθημι1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n97456
134,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.1,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_8,991,urn:cite2:fuSyntax:0011004tokens.v1:2386617_12,πρὸ,πρό1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,τίθημι1,AuxP,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n86405
134,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.2,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_9,992,urn:cite2:fuSyntax:0011004tokens.v1:2386617_10,τοῦ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,θνήσκω1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
134,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.3,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_10,993,urn:cite2:fuSyntax:0011004tokens.v1:2386617_8,θανόντος,θνήσκω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,πρό1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n48905
134,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.4,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_11,994,urn:cite2:fuSyntax:0011004tokens.v1:2386617_13,τήνδʼ,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,ἐπιστροφή1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
134,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.5,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_12,995,urn:cite2:fuSyntax:0011004tokens.v1:2386617_6,ἔθεσθʼ,τίθημι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:aorist,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,δέ1,PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n103922
134,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.6,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_13,996,urn:cite2:fuSyntax:0011004tokens.v1:2386617_12,ἐπιστροφήν,ἐπιστροφή1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:accusative,null,τίθημι1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n41088
134,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:134.7,urn:cite2:fuSyntax:0011004sentences.v1:2386617,72,urn:cite2:fuSyntax:0011004tokens.v1:2386617_14,997,urn:cite2:fuSyntax:0011004tokens.v1:2386617_0,:,punc1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
135,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:135.1,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_1,998,urn:cite2:fuSyntax:0011004tokens.v1:2386618_0,ὥστʼ,ὥστε1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,-,AuxC_ExD0_PRED,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n116421
135,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:135.2,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_2,999,urn:cite2:fuSyntax:0011004tokens.v1:2386618_3,ἐνδίκως,ἔνδικος1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ὁράω1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n35228
135,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:135.3,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_3,1000,urn:cite2:fuSyntax:0011004tokens.v1:2386618_1,ὄψεσθε,ὁράω1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:second_person,urn:cite2:fuSyntax:number.v1:plural,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,null,null,null,null,ὥστε1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n74735
135,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:135.4,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_4,1001,urn:cite2:fuSyntax:0011004tokens.v1:2386618_3,κἀμὲ,ἐγώ1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ὁράω1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n30657
135,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:135.5,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_5,1002,urn:cite2:fuSyntax:0011004tokens.v1:2386618_8,σύμμαχον,σύμμαχος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,τιμωρέω1,AtvV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n98358
136,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.1,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_6,1003,urn:cite2:fuSyntax:0011004tokens.v1:2386618_11,γῇ,γῆ1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,τε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n22100
136,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.2,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_7,1004,urn:cite2:fuSyntax:0011004tokens.v1:2386618_6,τῇδε,ὅδε1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:feminine,urn:cite2:fuSyntax:case.v1:dative,null,γῆ1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n72010
136,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.3,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_8,1005,urn:cite2:fuSyntax:0011004tokens.v1:2386618_4,τιμωροῦντα,τιμωρέω1,urn:cite2:fuSyntax:pos.v1:participle,null,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:present,urn:cite2:fuSyntax:mood.v1:participial,urn:cite2:fuSyntax:voice.v1:active,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:accusative,null,ἐγώ1,ATV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n104015
136,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.4,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_9,1006,urn:cite2:fuSyntax:0011004tokens.v1:2386618_10,τῷ,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,θεός1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
136,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.5,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_10,1007,urn:cite2:fuSyntax:0011004tokens.v1:2386618_11,θεῷ,θεός1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:dative,null,τε1,ADV_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n48291
136,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.6,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_11,1008,urn:cite2:fuSyntax:0011004tokens.v1:2386618_8,θʼ,τε1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,τιμωρέω1,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n102752
136,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.7,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_12,1009,urn:cite2:fuSyntax:0011004tokens.v1:2386618_11,ἅμα,ἅμα1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,τε1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4845
136,8,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:136.8,urn:cite2:fuSyntax:0011004sentences.v1:2386618,73,urn:cite2:fuSyntax:0011004tokens.v1:2386618_13,1010,urn:cite2:fuSyntax:0011004tokens.v1:2386618_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
137,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.1,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_1,1011,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,ὑπὲρ,ὑπέρ1,urn:cite2:fuSyntax:pos.v1:preposition,null,null,null,null,null,null,null,null,ἀλλά1,AuxP_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n107183
137,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.2,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_2,1012,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἀλλά1,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21618
137,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.3,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_3,1013,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,οὐχὶ,οὐ1,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,null,ἀλλά1,AuxZ_ExD0_PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n75729
137,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.4,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_4,1014,urn:cite2:fuSyntax:0011004tokens.v1:2386619_6,τῶν,ὁ1,urn:cite2:fuSyntax:pos.v1:article,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,φίλος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n71882
137,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.5,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_5,1015,urn:cite2:fuSyntax:0011004tokens.v1:2386619_6,ἀπωτέρω,ἀπώτερος,urn:cite2:fuSyntax:pos.v1:adverb,null,null,null,null,null,null,null,urn:cite2:fuSyntax:degree.v1:comparative,φίλος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n14633
137,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.6,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_6,1016,urn:cite2:fuSyntax:0011004tokens.v1:2386619_1,φίλων,φίλος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:plural,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ὑπέρ1,ADV,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n111462
137,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:137.7,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_7,1017,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,",",comma1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,ἀλλά1,AuxX,Οἰδίπους,null
138,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.1,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,1018,urn:cite2:fuSyntax:0011004tokens.v1:2386619_0,ἀλλʼ,ἀλλά1,urn:cite2:fuSyntax:pos.v1:conjunction,null,null,null,null,null,null,null,null,-,COORD,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n4357
138,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.2,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_9,1019,urn:cite2:fuSyntax:0011004tokens.v1:2386619_12,αὐτὸς,αὐτός1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,ἀποσκεδάννυμι1,SBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n17907
138,3,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.3,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_10,1020,urn:cite2:fuSyntax:0011004tokens.v1:2386619_12,αὑτοῦ,ἑαυτοῦ1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:genitive,null,ἀποσκεδάννυμι1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n29881
138,4,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.4,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_11,1021,urn:cite2:fuSyntax:0011004tokens.v1:2386619_13,τοῦτʼ,οὗτος1,urn:cite2:fuSyntax:pos.v1:adjective,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,μύσος1,ATR,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n76062
138,5,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.5,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_12,1022,urn:cite2:fuSyntax:0011004tokens.v1:2386619_8,ἀποσκεδῶ,ἀποσκεδάννυμι1,urn:cite2:fuSyntax:pos.v1:verb,urn:cite2:fuSyntax:person.v1:first_person,urn:cite2:fuSyntax:number.v1:singular,urn:cite2:fuSyntax:tense.v1:future,urn:cite2:fuSyntax:mood.v1:indicative,urn:cite2:fuSyntax:voice.v1:active,null,null,null,ἀλλά1,PRED_CO,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n13690
138,6,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.6,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_13,1023,urn:cite2:fuSyntax:0011004tokens.v1:2386619_12,μύσος,μύσος1,urn:cite2:fuSyntax:pos.v1:noun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:neuter,urn:cite2:fuSyntax:case.v1:accusative,null,ἀποσκεδάννυμι1,OBJ,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n69447
138,7,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:138.7,urn:cite2:fuSyntax:0011004sentences.v1:2386619,74,urn:cite2:fuSyntax:0011004tokens.v1:2386619_14,1024,urn:cite2:fuSyntax:0011004tokens.v1:2386619_0,.,period1,urn:cite2:fuSyntax:pos.v1:punctuation,null,null,null,null,null,null,null,null,-,AuxK,Οἰδίπους,null
139,1,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:139.1,urn:cite2:fuSyntax:0011004sentences.v1:2386620,75,urn:cite2:fuSyntax:0011004tokens.v1:2386620_1,1025,urn:cite2:fuSyntax:0011004tokens.v1:2386620_3,ὅστις,ὅστις1,urn:cite2:fuSyntax:pos.v1:pronoun,null,urn:cite2:fuSyntax:number.v1:singular,null,null,null,urn:cite2:fuSyntax:gender.v1:masculine,urn:cite2:fuSyntax:case.v1:nominative,null,εἰμί1,PNOM,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n75598
139,2,urn:cts:greekLit:tlg0011.tlg004.fu.tokens:139.2,urn:cite2:fuSyntax:0011004sentences.v1:2386620,75,urn:cite2:fuSyntax:0011004tokens.v1:2386620_2,1026,urn:cite2:fuSyntax:0011004tokens.v1:2386620_15,γὰρ,γάρ1,urn:cite2:fuSyntax:pos.v1:particle,null,null,null,null,null,null,null,null,ἐθέλω,AuxY,Οἰδίπους,urn:cite2:hmt:lsj.chicago_md:n21618
